timestamp,symbol,entry_price,exit_price,quantity,entry_time,exit_time,pnl,pnl_pct,exit_reason,hold_time_hours,confidence,signal_strength
2025-07-17T12:10:39.285215,SOL-EUR,151.92,150.89,2.2268648541337552,2025-07-17T11:46:27.125960,2025-07-17T12:10:39.285215,-2.2936707997577703,-0.006779884149552404,TRAILING_STOP,0.4033775661111111,0.95,WEAK
2025-07-17T12:10:39.958253,SOL-EUR,151.89,150.89,2.061245757120523,2025-07-17T11:47:31.388736,2025-07-17T12:10:39.958253,-2.061245757120523,-0.006583711896767398,TRAILING_STOP,0.38571375055555557,0.95,WEAK
2025-07-17T12:10:40.284775,SOL-EUR,151.89,150.89,1.9075675184526453,2025-07-17T11:48:40.987347,2025-07-17T12:10:40.284775,-1.9075675184526453,-0.006583711896767398,TRAILING_STOP,0.3664715041666667,0.95,WEAK
2025-07-17T12:10:40.614437,SOL-EUR,151.73,150.89,1.7672084811871553,2025-07-17T11:49:46.496647,2025-07-17T12:10:40.614437,-1.4844551241972166,-0.005536149739669172,TRAILING_STOP,0.34836604833333334,0.95,WEAK
2025-07-17T12:24:46.856992,ADA-EUR,0.6922,0.69265,461.0139806511022,2025-07-17T12:08:28.938984,2025-07-17T12:24:46.856992,0.20745629129297313,0.0006501011268418816,TRAILING_STOP,0.27164388055555555,0.95,WEAK
2025-07-17T12:24:47.416973,ADA-EUR,0.69068,0.69265,444.47146300057716,2025-07-17T12:09:33.191616,2025-07-17T12:24:47.416973,0.8756087821111491,0.0028522615393525618,TRAILING_STOP,0.2539514836111111,0.95,WEAK
2025-07-17T12:24:47.720173,ADA-EUR,0.68995,0.69265,428.03394907277277,2025-07-17T12:10:37.855650,2025-07-17T12:24:47.720173,1.1556916624965017,0.003913327052685029,TRAILING_STOP,0.23607347527777778,0.95,WEAK
2025-07-17T12:24:48.022302,ADA-EUR,0.69473,0.69265,475.721244159731,2025-07-17T12:11:45.908460,2025-07-17T12:24:48.022302,-0.9895001878522265,-0.0029939688799965037,TRAILING_STOP,0.21725384111111112,0.95,WEAK
2025-07-17T12:24:48.334647,ADA-EUR,0.69473,0.69265,440.2533710801581,2025-07-17T12:12:50.263660,2025-07-17T12:24:48.334647,-0.915727011846716,-0.0029939688799965037,TRAILING_STOP,0.19946416055555555,0.95,WEAK
2025-07-17T12:28:04.084726,SOL-EUR,150.89,150.98,2.2768429146805182,2025-07-17T12:10:40.943687,2025-07-17T12:28:04.084726,0.20491586232125442,0.0005964609980780928,TRAILING_STOP,0.28976139666666667,0.95,WEAK
2025-07-17T12:28:04.387404,SOL-EUR,151.42,150.98,2.099715379717319,2025-07-17T12:11:47.111894,2025-07-17T12:28:04.387404,-0.9238747670756157,-0.002905824858010816,TRAILING_STOP,0.2714654175,0.95,WEAK
2025-07-17T12:28:04.694673,SOL-EUR,151.52,150.98,1.9418865493656186,2025-07-17T12:12:52.037787,2025-07-17T12:28:04.694673,-1.0486187366574737,-0.003563885955649554,TRAILING_STOP,0.2535157986111111,0.95,WEAK
2025-07-17T12:28:04.994689,SOL-EUR,151.45,150.98,1.8689582915906446,2025-07-17T12:13:57.433110,2025-07-17T12:28:04.994689,-0.8784103970476008,-0.0031033344338065295,TRAILING_STOP,0.23543377,0.95,WEAK
2025-07-17T12:28:05.294947,SOL-EUR,151.45,150.98,1.7979378765102003,2025-07-17T12:15:02.609112,2025-07-17T12:28:05.294947,-0.8450308019597921,-0.0031033344338065295,TRAILING_STOP,0.2174127288888889,0.95,WEAK
2025-07-17T15:27:19.550881,ADA-EUR,0.68476,0.68912,554.9389567147614,2025-07-17T15:23:58.624875,2025-07-17T15:27:19.550881,2.419533851276315,0.006367194345463986,TAKE_PROFIT,0.05581277194444445,0.95,WEAK
2025-07-17T15:27:20.184040,ADA-EUR,0.68476,0.68912,513.5649278579357,2025-07-17T15:25:06.424262,2025-07-17T15:27:20.184040,2.239143085460558,0.006367194345463986,TAKE_PROFIT,0.037155482777777776,0.95,WEAK
2025-07-17T15:27:20.551922,ADA-EUR,0.68476,0.68912,475.2755810965595,2025-07-17T15:26:12.259342,2025-07-17T15:27:20.551922,2.0722015335809614,0.006367194345463986,TAKE_PROFIT,0.018970153888888886,0.95,WEAK
2025-07-17T15:42:06.847531,ADA-EUR,0.68912,0.69257,495.72172069841076,2025-07-17T15:27:20.964273,2025-07-17T15:42:06.847531,1.7102399364095489,0.00500638495472496,TAKE_PROFIT,0.24607867361111113,0.95,WEAK
2025-07-17T15:42:07.545617,ADA-EUR,0.68912,0.69257,458.76269209002,2025-07-17T15:28:27.127090,2025-07-17T15:42:07.545617,1.5827312877105983,0.00500638495472496,TAKE_PROFIT,0.2278940263888889,0.95,WEAK
2025-07-17T15:42:08.050149,ADA-EUR,0.68912,0.69257,424.5591808185564,2025-07-17T15:29:34.369379,2025-07-17T15:42:08.050149,1.4647291738240469,0.00500638495472496,TAKE_PROFIT,0.20935576111111112,0.95,WEAK
2025-07-17T15:42:08.633135,ADA-EUR,0.68912,0.69257,408.42593194745126,2025-07-17T15:30:41.714629,2025-07-17T15:42:08.633135,1.409069465218733,0.00500638495472496,TAKE_PROFIT,0.1908106886111111,0.95,WEAK
2025-07-17T15:42:09.195768,ADA-EUR,0.68873,0.69257,393.12823319897456,2025-07-17T15:31:49.597031,2025-07-17T15:42:09.195768,1.509612415484088,0.0055754795057570685,TAKE_PROFIT,0.1721107511111111,0.95,WEAK
2025-07-17T16:08:18.331992,ADA-EUR,0.69257,0.68936,458.9551793419022,2025-07-17T15:42:09.635891,2025-07-17T16:08:18.331992,-1.473246125687527,-0.004634910550558133,TRAILING_STOP,0.4357489075,0.95,WEAK
2025-07-17T16:08:18.986144,ADA-EUR,0.69257,0.68936,441.51488252690996,2025-07-17T15:43:16.268188,2025-07-17T16:08:18.986144,-1.4172627729114013,-0.004634910550558133,TRAILING_STOP,0.41742164638888885,0.95,WEAK
2025-07-17T16:08:19.432431,ADA-EUR,0.69257,0.68936,424.7373169908874,2025-07-17T15:44:23.079500,2025-07-17T16:08:19.432431,-1.363406787540768,-0.004634910550558133,TRAILING_STOP,0.39898691805555553,0.95,WEAK
2025-07-17T16:08:19.812586,ADA-EUR,0.69257,0.68936,408.5972989452336,2025-07-17T15:45:35.184740,2025-07-17T16:08:19.812586,-1.3115973296142187,-0.004634910550558133,TRAILING_STOP,0.3790632830555556,0.95,WEAK
2025-07-17T16:08:20.265104,ADA-EUR,0.69257,0.68936,393.0706015853147,2025-07-17T15:46:47.682456,2025-07-17T16:08:20.265104,-1.2617566310888784,-0.004634910550558133,TRAILING_STOP,0.35905073111111113,0.95,WEAK
2025-07-17T16:10:35.984027,SOL-EUR,150.05,149.64,2.436254581806065,2025-07-17T15:24:02.700062,2025-07-17T16:10:35.984027,-0.9988643785405475,-0.0027324225258248914,TRAILING_STOP,0.7759122063888889,0.95,WEAK
2025-07-17T16:10:36.442451,SOL-EUR,150.05,149.64,2.254617185204932,2025-07-17T15:25:08.178599,2025-07-17T16:10:36.442451,-0.9243930459340785,-0.0027324225258248914,TRAILING_STOP,0.7578510622222222,0.95,WEAK
2025-07-17T16:10:36.890353,SOL-EUR,150.17,149.64,2.0848546184260255,2025-07-17T15:26:15.971382,2025-07-17T16:10:36.890353,-1.104972947765796,-0.0035293334221216032,TRAILING_STOP,0.7391441516666666,0.95,WEAK
2025-07-17T16:10:37.327917,SOL-EUR,150.17,149.64,2.1883898620584445,2025-07-17T15:27:23.213336,2025-07-17T16:10:37.327917,-1.1598466268909782,-0.0035293334221216032,TRAILING_STOP,0.7205873780555555,0.95,WEAK
2025-07-17T16:10:37.874870,SOL-EUR,150.03,149.64,2.0271221063180542,2025-07-17T15:28:29.989209,2025-07-17T16:10:37.874870,-0.7905776214640711,-0.0025994801039793025,TRAILING_STOP,0.7021904544444444,0.95,WEAK
2025-07-17T16:26:45.666385,ADA-EUR,0.68841,0.68454,446.4912374841926,2025-07-17T16:12:53.834291,2025-07-17T16:26:45.666385,-1.7279210890637937,-0.00562164988887426,TRAILING_STOP,0.23106446333333336,0.95,WEAK
2025-07-17T16:31:24.609419,ADA-EUR,0.68936,0.68012,460.7159572795653,2025-07-17T16:08:20.695651,2025-07-17T16:31:24.609419,-4.257015445263195,-0.01340373679935016,STOP_LOSS,0.38442048333333334,0.95,WEAK
2025-07-17T16:31:25.229032,ADA-EUR,0.68936,0.68012,443.2087509029419,2025-07-17T16:09:27.415778,2025-07-17T16:31:25.229032,-4.0952488583431945,-0.01340373679935016,STOP_LOSS,0.3660592302777778,0.95,WEAK
2025-07-17T16:31:25.690920,ADA-EUR,0.68936,0.68012,426.3668183686301,2025-07-17T16:10:34.586727,2025-07-17T16:31:25.690920,-3.9396294017261533,-0.01340373679935016,STOP_LOSS,0.34752893305555554,0.95,WEAK
2025-07-17T16:31:26.210399,ADA-EUR,0.68936,0.68012,481.79677263454647,2025-07-17T16:11:42.291024,2025-07-17T16:31:26.210399,-4.451802179143222,-0.01340373679935016,STOP_LOSS,0.32886648583333333,0.95,WEAK
2025-07-17T16:36:03.731617,SOL-EUR,149.64,148.07,2.3072103692198143,2025-07-17T16:10:38.388928,2025-07-17T16:36:03.731617,-3.6223202796750926,-0.010491847099705916,STOP_LOSS,0.4237062947222222,0.95,WEAK
2025-07-17T16:36:04.319487,SOL-EUR,149.64,148.07,2.1351939929322614,2025-07-17T16:11:48.495752,2025-07-17T16:36:04.319487,-3.352254568903636,-0.010491847099705916,STOP_LOSS,0.4043954744444444,0.95,WEAK
2025-07-17T16:36:04.694435,SOL-EUR,149.64,148.07,1.9760024695952039,2025-07-17T16:12:55.892625,2025-07-17T16:36:04.694435,-3.102323877264457,-0.010491847099705916,STOP_LOSS,0.3857782733333333,0.95,WEAK
2025-07-17T16:36:05.103386,SOL-EUR,149.64,148.07,1.900914375750586,2025-07-17T16:14:03.189223,2025-07-17T16:36:05.103386,-2.984435569928407,-0.010491847099705916,STOP_LOSS,0.3671983736111111,0.95,WEAK
